Nom français V1;Nom latin V1;Type modification;Nom français V2;Nom latin V2;Rang 1;Rang 2;Rang 3;Rang 4;Type taxon;Protocole Aspifaune;Protocole Noctambules;Protocole Escargot;Protocole vers
Le Carabe problématique;Carabus problematicus;;Le Carabe problématique;Carabus problematicus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon terminal;1;1;0;0
Le Carabe embrouillé;Carabus intricatus;;Le Carabe embrouillé;Carabus intricatus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon terminal;1;1;0;0
Le Carabe granuleux;Carabus granulatus;;Le Carabe granuleux;Carabus granulatus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon terminal;1;1;0;0
Le Carabe chagriné;Carabus coriaceus;;Le Carabe chagriné;Carabus coriaceus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon terminal;1;1;0;0
Le Carabe à collier;Carabus monilis;;Le Carabe à collier;Carabus monilis;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon terminal;1;1;0;0
Le Carabe espagnol;Carabus hispanus;;Le Carabe espagnol;Carabus hispanus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon terminal;1;1;0;0
Les Staphylins;Staphylinidae;;Les Staphylins;Staphylinidae;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon intermédiaire;1;1;0;0
Le Scaphidium à 4 tâches;Scaphidium quadrimaculatum;;Le Scaphidium à 4 tâches;Scaphidium quadrimaculatum;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon terminal;1;1;0;0
Les Tachyporines;Tachyporinae;;Les Tachyporines;Tachyporinae;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon terminal;1;1;0;0
Les Staphylins à gros yeux;Stenus;;Les Staphylins à gros yeux;Stenus;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon terminal;1;1;0;0
Les Staphylins à thorax étranglé;Rugilus, Astenus;;Les Staphylins à thorax étranglé;Rugilus, Astenus;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon terminal;1;1;0;0
Les Staphylins Ontholestes;Ontholestes;;Les Staphylins Ontholestes;Ontholestes;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon terminal;1;1;0;0
Les Staphylins à raies d'or;Platydracus, Staphylinus;;Les Staphylins à raies d'or;Platydracus, Staphylinus;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon terminal;1;1;0;0
Les Staphylins Ocypus;Ocypus olens et autres espèces;modifié (correction appelation);Les Staphylins Ocypus;Ocypus;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon terminal;1;1;0;0
L'Oxypore roux;Oxyporus rufus;;L'Oxypore roux;Oxyporus rufus;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon terminal;1;1;0;0
Le Staphylin bourdon;Emus hirtus;;Le Staphylin bourdon;Emus hirtus;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon terminal;1;1;0;0
Les Staphylins Paedurus;Paedurus;modifié (correction appelation);Les Staphylins Paederus;Paederus;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon terminal;1;1;0;0
Les Xantholines;Xantholinini;;Les Xantholines;Xantholinini;Les Coléoptères (Coleoptera);Les Staphylins (Staphylinidae);;;taxon terminal;1;1;0;0
Les Histerides;Histeridae;;Les Histerides;Histeridae;Les Coléoptères (Coleoptera);Les Histerides (Histeridae);;;taxon intermédiaire;1;1;0;0
Les Histers à tâches rouges;Hister;;Les Histers à tâches rouges;Hister;Les Coléoptères (Coleoptera);Les Histerides (Histeridae);;;taxon terminal;1;1;0;0
Les Sylphides;Silphidae;modifié (correction appelation);Les Silphides;Silphidae;Les Coléoptères (Coleoptera);Les Silphides (Silphidae);;;taxon terminal;1;1;0;0
Les Sylphes noirs;Phosphuga et Silpha;modifié (correction appelation);Les Silphes noirs;Phosphuga et Silpha;Les Coléoptères (Coleoptera);Les Silphides (Silphidae);;;taxon terminal;1;1;0;0
Les Scarabées;Scarabaeidae;modifié (correction appelation);Les Scarabées;Scarabaeoidea;Les Coléoptères (Coleoptera);Les Scarabées (Scarabaeoidea);;;taxon intermédiaire;1;1;0;0
Les Lucanes;Lucanidae;;Les Lucanes;Lucanidae;Les Coléoptères (Coleoptera);Les Scarabées (Scarabaeoidea);;;taxon terminal;1;1;0;0
Les Onthophages;Onthophagus;;Les Onthophages;Onthophagus;Les Coléoptères (Coleoptera);Les Scarabées (Scarabaeoidea);;;taxon terminal;1;1;0;0
Les Aphodiens;Aphodiinae;;Les Aphodiens;Aphodiinae;Les Coléoptères (Coleoptera);Les Scarabées (Scarabaeoidea);;;taxon terminal;1;1;0;0
Les Hannetons;Melolonthinae;modifié (regroupement);Les Hannetons;Rutelinae, Melolonthinae;Les Coléoptères (Coleoptera);Les Scarabées (Scarabaeoidea);;;taxon terminal;1;1;0;0
Les Rutelines;Rutelinae;suppression;;;;;;;;1;1;0;0
Les Dynastides;Dynastidae;;Les Dynastides;Dynastidae;Les Coléoptères (Coleoptera);Les Scarabées (Scarabaeoidea);;;taxon terminal;1;1;0;0
Les Cétoines;Cetoniinae;;Les Cétoines;Cetoniinae;Les Coléoptères (Coleoptera);Les Scarabées (Scarabaeoidea);;;taxon terminal;1;1;0;0
Les Trogides;Trogidae;;Les Trogides;Trogidae;Les Coléoptères (Coleoptera);Les Scarabées (Scarabaeoidea);;;taxon terminal;1;1;0;0
Les Géotrupes;Geotrupidae;;Les Géotrupes;Geotrupidae;Les Coléoptères (Coleoptera);Les Scarabées (Scarabaeoidea);;;taxon terminal;1;1;0;0
Les Petits Coléoptères à antennes en massue;Coleoptera;;Les Petits Coléoptères à antennes en massue;Coleoptera;Les Coléoptères (Coleoptera);Les Petits Coléoptères à antennes en massue (Coleoptera);;;taxon terminal;1;1;0;0
Les Nitidulides;Nitidulidae;;Les Nitidulides;Nitidulidae;Les Coléoptères (Coleoptera);Les Petits Coléoptères à antennes en massue (Coleoptera);;;taxon terminal;1;1;0;0
Les Latridiides;Latridiidae;;Les Latridiides;Latridiidae;Les Coléoptères (Coleoptera);Les Petits Coléoptères à antennes en massue (Coleoptera);;;taxon terminal;1;1;0;0
Les Phalacrides;Phalacridae;;Les Phalacrides;Phalacridae;Les Coléoptères (Coleoptera);Les Petits Coléoptères à antennes en massue (Coleoptera);;;taxon terminal;1;1;0;0
Les Byrrhides;Byrrhidae;;Les Byrrhides;Byrrhidae;Les Coléoptères (Coleoptera);Les Petits Coléoptères à antennes en massue (Coleoptera);;;taxon terminal;1;1;0;0
