"thesaurus_bdd";"Nom français V1";"Nom latin V1";"Type de modification";"Nom français V2";"Nom latin V2";"Rang 1";"Rang 2";"Rang 3";"Rang 4";"Regroupement1a";"Regroupement1b";"Regroupement2a";"Regroupement2b";"Regroupement3";"Embranchement";"Sous-embranchement";"Classe";"Sous_classe&Infra_classe";"Ordre";"SousOrdre";"Famille";"Type taxon";"Niv_deter_global";"Niv_deter_detail";"Nb_sp";"Protocole Aspifaune";"Protocole Noctambules";"Protocole Escargot";"Protocole vers";"id_thesaurus_final";"id_thesaurus_bdd"
"qubs.taxon";"Les Araignées crabes velues";"Heriaeus";"";"Les Araignées crabes velues";"Heriaeus";"Les Araignées (Araneae)";"Les Araignées crabes (Thomisidae, Philodromidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre (3 espèces : Heriaeus hirtus, graminicola et oblongus)";"";"1";"1";"0";"0";"325";"382"
"qubs.taxon";"Les Misumènes";"Misumena";"";"Les Misumènes";"Misumena";"Les Araignées (Araneae)";"Les Araignées crabes (Thomisidae, Philodromidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"323";"380"
"qubs.taxon";"Les Ozyptiles";"Ozyptila";"";"Les Ozyptiles";"Ozyptila";"Les Araignées (Araneae)";"Les Araignées crabes (Thomisidae, Philodromidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"315";"372"
"qubs.taxon";"Les Thomises";"Thomisus";"";"Les Thomises";"Thomisus";"Les Araignées (Araneae)";"Les Araignées crabes (Thomisidae, Philodromidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"324";"381"
"qubs.taxon";"Les Xystiques";"Xysticus";"";"Les Xystiques";"Xysticus";"Les Araignées (Araneae)";"Les Araignées crabes (Thomisidae, Philodromidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"314";"371"
"qubs.taxon";"Les Araignées loups";"Lycosidae";"";"Les Araignées loups";"Lycosidae";"Les Araignées (Araneae)";"Les Araignées loups (Lycosidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon intermédiaire";"Famille";"Famille";"";"1";"1";"0";"0";"330";"387"
"qubs.taxon";"Les Lycoses pirates";"Pirata, Piratula";"";"Les Lycoses pirates";"Pirata, Piratula";"Les Araignées (Araneae)";"Les Araignées loups (Lycosidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Plusieurs genres";"Deux genres appartenant à la famille des Lycosidae regroupé sous le terme vernaculaire """"Lycoses pirates"""" : Pirata, Piratula";"";"1";"1";"0";"0";"332";"389"
"qubs.taxon";"Les Lycoses renards";"Alopecosa";"";"Les Lycoses renards";"Alopecosa";"Les Araignées (Araneae)";"Les Araignées loups (Lycosidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"331";"388"
"qubs.taxon";"Les Pardoses";"Pardosa";"";"Les Pardoses";"Pardosa";"Les Araignées (Araneae)";"Les Araignées loups (Lycosidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"334";"391"
"qubs.taxon";"Les Trochoses";"Trochosa";"";"Les Trochoses";"Trochosa";"Les Araignées (Araneae)";"Les Araignées loups (Lycosidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"335";"392"
"qubs.taxon";"Les Araignées sauteuses";"Salticidae";"";"Les Araignées sauteuses";"Salticidae";"Les Araignées (Araneae)";"Les Araignées sauteuses (Salticidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon intermédiaire";"Famille";"Famille";"";"1";"1";"0";"0";"305";"362"
"qubs.taxon";"Le Saltique aux pieds barbus";"Saitis barbipes";"";"Le Saltique aux pieds barbus";"Saitis barbipes";"Les Araignées (Araneae)";"Les Araignées sauteuses (Salticidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"310";"367"
"qubs.taxon";"";"";"ajoutV2";"Le Saltique marqué";"Aelurillus v-insignitus";"Les Araignées (Araneae)";"Les Araignées sauteuses (Salticidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"7";NA
"qubs.taxon";"Le Saltique orangé";"Carrhotus xanthogramma";"";"Le Saltique orangé";"Carrhotus xanthogramma";"Les Araignées (Araneae)";"Les Araignées sauteuses (Salticidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"311";"368"
"qubs.taxon";"Le Saltique sanguinolent";"Philaeus chrysops";"";"Le Saltique sanguinolent";"Philaeus chrysops";"Les Araignées (Araneae)";"Les Araignées sauteuses (Salticidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"308";"365"
"qubs.taxon";"Les Heliophanes";"Heliophanus";"";"Les Heliophanes";"Heliophanus";"Les Araignées (Araneae)";"Les Araignées sauteuses (Salticidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"312";"369"
"qubs.taxon";"Les Saltiques à chevrons";"Salticus scenicus et autres espèces";"";"Les Saltiques à chevrons";"Salticus scenicus et autres espèces";"Les Araignées (Araneae)";"Les Araignées sauteuses (Salticidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Morphoespèce";"Plusieurs espèces d'araignées de la famille des Salticidae ayant une caractéristique commune : abdomen noire à chevrons blancs ???";"";"1";"1";"0";"0";"306";"363"
"qubs.taxon";"Les Saltiques myrmécomorphes";"Leptorchestes, Myrmarachne, Synageles";"";"Les Saltiques myrmécomorphes";"Leptorchestes, Myrmarachne, Synageles";"Les Araignées (Araneae)";"Les Araignées sauteuses (Salticidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Plusieurs genres";"Plusieurs espèces d'araignées de la famille des Salticidae ayant une caractéristique morphologique commune : allure de fourmi";"";"1";"1";"0";"0";"307";"364"
"qubs.taxon";"Les Saltiques Phlegra";"Phlegra";"";"Les Saltiques Phlegra";"Phlegra";"Les Araignées (Araneae)";"Les Araignées sauteuses (Salticidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"309";"366"
"qubs.taxon";"Les Dysderides";"Dysdera et Harpactea";"";"Les Dysderides";"Dysdera et Harpactea";"Les Araignées (Araneae)";"Les Dysderides (Dysdera et Harpactea)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon intermédiaire";"Famille";"Famille";"";"1";"1";"0";"0";"326";"383"
"qubs.taxon";"Les Dysdères";"Dysdera";"";"Les Dysdères";"Dysdera";"Les Araignées (Araneae)";"Les Dysderides (Dysdera et Harpactea)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"329";"386"
"qubs.taxon";"Les Harpactées";"Harpactea";"";"Les Harpactées";"Harpactea";"Les Araignées (Araneae)";"Les Dysderides (Dysdera et Harpactea)";"Les Harpactées (Harpactea)";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon intermédiaire";"Genre";"Genre";"";"1";"1";"0";"0";"327";"384"
"qubs.taxon";"L'Harpactée pattes-rayées";"Harpactea hombergi";"";"L'Harpactée pattes-rayées";"Harpactea hombergi";"Les Araignées (Araneae)";"Les Dysderides (Dysdera et Harpactea)";"Les Harpactées (Harpactea)";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"328";"385"
"qubs.taxon";"Les Epeires et autres Araneidae";"Araneidae";"";"Les Epeires et autres Araneidae";"Araneidae";"Les Araignées (Araneae)";"Les Epeires et autres Araneidae (Araneidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon intermédiaire";"Famille";"xxxx";"";"1";"1";"0";"0";"289";"352"
"qubs.taxon";"La Diodie tête de mort";"Zilla diodia";"";"La Diodie tête de mort";"Zilla diodia";"Les Araignées (Araneae)";"Les Epeires et autres Araneidae (Araneidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"292";"347"
"qubs.taxon";"L'Épeire des fissures";"Nuctenea umbratica";"";"L'Épeire des fissures";"Nuctenea umbratica";"Les Araignées (Araneae)";"Les Epeires et autres Araneidae (Araneidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"290";"345"
"qubs.taxon";"L'Epeire diadème";"Araneus diadematus";"";"L'Epeire diadème";"Araneus diadematus";"Les Araignées (Araneae)";"Les Epeires et autres Araneidae (Araneidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"294";"349"
"qubs.taxon";"L'Epeire frelon";"Argiope bruennichi";"";"L'Epeire frelon";"Argiope bruennichi";"Les Araignées (Araneae)";"Les Epeires et autres Araneidae (Araneidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"291";"346"
"qubs.taxon";"Les Epeires à dessin de feuille de Chêne";"Aculepeira, Neoscona";"";"Les Epeires à dessin de feuille de Chêne";"Aculepeira, Neoscona";"Les Araignées (Araneae)";"Les Epeires et autres Araneidae (Araneidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Plusieurs genres";"Deux genres (Aculepeira, Neoscona, pas d'autres ??) de la famille des Araneidae ayant une caractérisque morphologique commune : abdomen avec dessin en forme de feuille de chêne.";"";"1";"1";"0";"0";"295";"350"
"qubs.taxon";"Les Epeires concombre";"Araniella";"";"Les Epeires concombre";"Araniella";"Les Araignées (Araneae)";"Les Epeires et autres Araneidae (Araneidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"296";"351"
"qubs.taxon";"Les Gnaphoses";"Gnaphosidae";"";"Les Gnaphoses";"Gnaphosidae";"Les Araignées (Araneae)";"Les Gnaphoses (Gnaphosidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon intermédiaire";"Famille";"Famille";"";"1";"1";"0";"0";"282";"336"
"qubs.taxon";"Les Gnaphoses Nomisia";"Nomisia";"";"Les Gnaphoses Nomisia";"Nomisia";"Les Araignées (Araneae)";"Les Gnaphoses (Gnaphosidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"283";"338"
"qubs.taxon";"Les Gnaphoses sombres à tâches claires";"Aphantaulax et autres genres";"modif_appelation";"Les Gnaphoses sombres à tâches claires";"Aphantaulax, Callilepis et autres genres";"Les Araignées (Araneae)";"Les Gnaphoses (Gnaphosidae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Plusieurs genres de la famille des Gnaphosidae ayant une caractérisque morphologique commune : couleur sombre";"Plusieurs genres de la famille des Gnaphosidae ayant une caractérisque morphologique commune : couleur sombre";"";"1";"1";"0";"0";"44";"337"
"qubs.taxon";"Les Mygales";"Mygalomorphae";"";"Les Mygales";"Mygalomorphae";"Les Araignées (Araneae)";"Les Mygales (Mygalomorphae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Mygalomorphae";"";"taxon intermédiaire";"Sous_ordre";"Sous-ordre";"";"1";"1";"0";"0";"302";"359"
"qubs.taxon";"Les Mygales à chausettes";"Atypus";"";"Les Mygales à chausettes";"Atypus";"Les Araignées (Araneae)";"Les Mygales (Mygalomorphae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Mygalomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"303";"360"
"qubs.taxon";"Les Mygales Nemesia";"Nemesia";"";"Les Mygales Nemesia";"Nemesia";"Les Araignées (Araneae)";"Les Mygales (Mygalomorphae)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Mygalomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"304";"361"
"qubs.taxon";"Les Petites Araignées";"Linyphiidae et autres familles";"modif_appelation";"Les Petites Araignées";"Linyphiidae, Theridiidae et autres familles";"Les Araignées (Araneae)";"Les Petites Araignées (Linyphiidae, Theridiidae et autres familles)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon intermédiaire";"Plusieurs familles";"Plusieurs espèces d'araignées de petites tailles, de familles différentes et difficiles à déterminer. Comprend aussi les juvéniles indéterminées d'autres familles ??";"";"1";"1";"0";"0";"46";"353"
"qubs.taxon";"L'Erigone cul-noir";"Ostearius melanopygius";"";"L'Erigone cul-noir";"Ostearius melanopygius";"Les Araignées (Araneae)";"Les Petites Araignées (Linyphiidae, Theridiidae et autres familles)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"300";"357"
"qubs.taxon";"Les Araignées cracheuses";"Scytodes";"";"Les Araignées cracheuses";"Scytodes";"Les Araignées (Araneae)";"Les Petites Araignées (Linyphiidae, Theridiidae et autres familles)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"297";"354"
"qubs.taxon";"Les Linyphies groupe triangularis";"Linyphia triangularis, tenuipalpis et maura";"";"Les Linyphies groupe triangularis";"Linyphia triangularis, tenuipalpis et maura";"Les Araignées (Araneae)";"Les Petites Araignées (Linyphiidae, Theridiidae et autres familles)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Morphoespèce";"Trois espèces : Linyphia triangularis, tenuipalpis et maura ?";"";"1";"1";"0";"0";"299";"356"
"qubs.taxon";"Les Lyniphiides";"Linyphiidae";"";"Les Lyniphiides";"Linyphiidae";"Les Araignées (Araneae)";"Les Petites Araignées (Linyphiidae, Theridiidae et autres familles)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"298";"355"
"qubs.taxon";"Les Zodarions";"Zodarion";"";"Les Zodarions";"Zodarion";"Les Araignées (Araneae)";"Les Petites Araignées (Linyphiidae, Theridiidae et autres familles)";"";"";"Arachnides";"Les Araignées";"Arachnides";"Les Araignées";"Les Araignées";"Arthropoda";"Chelicerata";"Arachnida";"Micrura";"Araneae";"Araneomorphae";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"301";"358"
"qubs.taxon";"Les Acariens";"Acari";NA;"Les Acariens";"Acari";"Les Acariens (Acari)";"";"";"";"Arachnides";"Les Acariens";"Arachnides";"Les Acariens";"Les Acariens";"Arthropoda";"Chelicerata";"Arachnida";"Acari";NA;"";"";"taxon intermédiaire";"Sous_classe";"Sous-classe";"";"1";"1";"0";"0";"272";"323"
"qubs.taxon";"Les Opilions";"Opiliones";"";"Les Opilions";"Opiliones";"Les Opilions (Opiliones)";"";"";"";"Arachnides";"Les Autres arachnides";"Arachnides";"Les Autres arachnides";"Autres arthropodes";"Arthropoda";"Chelicerata";"Arachnida";"Dromopoda";"Opiliones";"";"";"taxon terminal";"Ordre";"Ordre";"";"1";"1";"0";"0";"273";"325"
"qubs.taxon";"Les Pseudoscorpions";"Pseudoscorpiones";"modif_appelation";"Les Pseudoscorpions";"Pseudoscorpiones";"Les Pseudoscorpions (Pseudoscorpiones)";"";"";"";"Arachnides";"Les Autres arachnides";"Arachnides";"Les Autres arachnides";"Autres arthropodes";"Arthropoda";"Chelicerata";"Arachnida";"Dromopoda";"Pseudoscorpiones";"";"";"taxon terminal";"Ordre";"Ordre";"126";"1";"1";"0";"0";"40";"199"
"qubs.taxon";"";"";"ajoutV2";"Les Oribates";"Oribatida";"Les Acariens (Acari)";"";"";"";"Arachnides";"Les Acariens";"Arachnides";"Les Acariens";"Les Acariens";"Arthropoda";"Chelicerata";"Arachnida";"Acari";"Sarcoptiformes";"";"";"taxon terminal";"Sous_ordre";"sous-ordre";"";"1";"1";"0";"0";"5";NA
"qubs.taxon";"Les Scorpions";"Scorpiones";"";"Les Scorpions";"Scorpiones";"Les Scorpions (Scorpiones)";"";"";"";"Arachnides";"Les Autres arachnides";"Arachnides";"Les Autres arachnides";"Autres arthropodes";"Arthropoda";"Chelicerata";"Arachnida";"Dromopoda";"Scorpiones";"";"";"taxon terminal";"Ordre";"Ordre";"6";"1";"1";"0";"0";"206";"246"
"qubs.taxon";"Le Scorpion languedocien";"Buthus occitanus";"suppression";"";"";"Les Scorpions (Scorpiones)";"";"";"";"Arachnides";"Les Autres arachnides";"Arachnides";"Les Autres arachnides";"Autres arthropodes";"Arthropoda";"Chelicerata";"Arachnida";"Dromopoda";"Scorpiones";"";"";"taxon terminal";"Espèce";"Espèce";"";"1";"1";"0";"0";NA;"247"
"qubs.taxon";"Le Scorpion à queue jaune";"Euscorpius flavicaudis";"suppression";"";"";"Les Scorpions (Scorpiones)";"";"";"";"Arachnides";"Les Autres arachnides";"Arachnides";"Les Autres arachnides";"Autres arthropodes";"Arthropoda";"Chelicerata";"Arachnida";"Dromopoda";"Scorpiones";"";"";"taxon terminal";"Espèce";"Espèce";"";"1";"1";"0";"0";NA;"248"
"qubs.taxon";"";"";"ajoutV2";"Les Acariens à long nez";"Bdellidae, Cunaxidae";"Les Acariens (Acari)";"";"";"";"Arachnides";"Les Acariens";"Arachnides";"Les Acariens";"Les Acariens";"Arthropoda";"Chelicerata";"Arachnida";"Acari";"Trombidioformes";"";"";"taxon terminal";"Plusieurs familles";"2 familles appartenant aux Bdelloidea ayant une caractéristique morphologique commune : gnathosome long";"";"1";"1";"0";"0";"6";NA
"qubs.taxon";"Les Acariens rouges";"Tetranychidae et Trombidiidae";"modif_appelation";"Les Trombidions rouge velours";"Trombidiidae";"Les Acariens (Acari)";"";"";"";"Arachnides";"Les Acariens";"Arachnides";"Les Acariens";"Les Acariens";"Arthropoda";"Chelicerata";"Arachnida";"Acari";"Trombidioformes";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"41";"324"
"qubs.taxon";"L'Amphipode des pelouses";"Arcitalitrus dorrieni";NA;"L'Amphipode des pelouses";"Arcitalitrus dorrieni";"L'Amphipode des pelouses (Arcitalitrus dorrieni)";"";"";"";"Les Crustacés terrestres";"L'Amphipode";"Les Crustacés terrestres";"Les Crustacés";"Autres arthropodes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Amphipoda";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"162";"198"
"qubs.taxon";"Les Cloportes";"Oniscidea";"";"Les Cloportes";"Oniscidea";"Les Cloportes (Oniscidea)";"";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon intermédiaire";"Sous_ordre";"Sous-ordre";"";"1";"1";"0";"0";"235";"284"
"qubs.taxon";"Le Cloporte d'Heller";"Helleria brevicornis";"";"Le Cloporte d'Heller";"Helleria brevicornis";"Les Cloportes (Oniscidea)";"";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"240";"290"
